,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,encoded category
3002,1158,3,1,Rural,2008,120431.3468883592,0
3003,2606,5,3,Urban,1999,292542.7865700652,2
3004,1958,5,3,Urban,1975,194456.9922308655,2
3005,1311,5,2,Rural,1959,185353.7738437728,0
3006,2264,4,3,Rural,1998,278394.5120425352,0
3007,2961,2,1,Urban,1952,305895.8473275269,2
3008,1444,2,3,Rural,2013,211016.08080995828,0
3009,1297,3,1,Suburb,2020,228138.3045926162,1
3010,1951,2,2,Urban,1955,143719.30372222222,2
3011,1035,2,1,Urban,2004,171830.38847851264,2
3012,2107,4,1,Urban,2015,184956.0495855433,2
3013,2475,3,1,Suburb,2007,202637.0719313304,1
3014,2909,2,1,Urban,2004,256533.319559862,2
3015,2798,5,2,Rural,1951,331331.7458056055,0
3016,2845,3,1,Suburb,1980,246222.31511623945,1
3017,2408,3,2,Suburb,1992,237328.0109537148,1
3018,2195,3,3,Suburb,2014,251000.6652285117,1
3019,2399,5,3,Suburb,2004,207405.8715174896,1
3020,2708,2,3,Rural,2014,265416.45687088586,0
3021,2385,5,3,Suburb,1974,248347.9668291598,1
3022,1558,3,2,Urban,2016,160990.2846370361,2
3023,1890,3,2,Suburb,1988,255185.14955507265,1
3024,1140,4,3,Suburb,1990,164163.37385430117,1
3025,1886,4,1,Suburb,1999,222052.03669137857,1
3026,2941,4,3,Suburb,2006,310126.5618599417,1
3027,2141,4,3,Urban,2011,155736.77391563528,2
3028,2300,3,3,Urban,1968,203508.3186334719,2
3029,1725,5,2,Suburb,2001,232256.4052037194,1
3030,2243,4,3,Suburb,1997,264519.6569883566,1
3031,2928,5,3,Urban,1977,331111.88080293656,2
3032,2049,4,3,Suburb,1991,236049.7019338134,1
3033,1520,2,2,Urban,1984,176572.6684094433,2
3034,2806,4,3,Rural,2008,241125.0277002814,0
3035,1009,5,3,Rural,1985,110870.70487304396,0
3036,1983,4,1,Suburb,1957,243147.46698227164,1
3037,1377,2,3,Rural,1950,202481.9093997947,0
3038,2656,5,2,Rural,2012,304907.989669534,0
3039,2660,5,1,Urban,1984,302534.86186285835,2
3040,1681,5,3,Urban,1958,297382.46354127006,2
3041,1583,3,2,Rural,1955,110732.44322471878,0
3042,1151,5,1,Suburb,1990,92403.98449742056,1
3043,1719,3,2,Suburb,1973,295468.8457179291,1
3044,2072,2,1,Suburb,2009,188349.2922817345,1
3045,2177,5,2,Rural,1953,199418.54644240515,0
3046,1858,5,1,Rural,2021,172653.7246346492,0
3047,2316,5,3,Suburb,1963,365275.7489931561,1
3048,2603,2,3,Rural,1980,280912.1754349472,0
3049,1049,3,3,Suburb,1988,133669.9851476026,1
3050,1663,4,3,Urban,1968,168793.22088207185,2
3051,1530,2,1,Urban,1974,168264.02545495314,2
3052,2635,2,1,Suburb,1977,310831.51051877625,1
3053,2083,2,1,Rural,2013,311910.3567083378,0
3054,2190,3,1,Urban,1973,173417.4187352977,2
3055,2225,3,1,Suburb,1989,320244.9300567592,1
3056,1856,3,1,Suburb,2009,244231.00207659308,1
3057,1145,3,3,Rural,1964,140932.69815752402,0
3058,1914,3,1,Rural,2003,176699.81652478682,0
3059,2699,5,2,Urban,2007,270876.8999319227,2
3060,2993,4,2,Suburb,1954,300559.486950586,1
3061,1992,4,2,Suburb,1988,259653.56004135203,1
3062,2462,3,1,Suburb,2012,275169.2956102106,1
3063,1241,3,3,Urban,2021,209223.53459946456,2
3064,1580,5,2,Urban,1950,178946.0393515332,2
3065,1686,3,1,Urban,1969,178274.49197995197,2
3066,2584,5,1,Suburb,2018,232749.2270825689,1
3067,1482,5,3,Rural,1998,218885.74676663743,0
3068,2131,2,1,Suburb,1967,203174.26019997644,1
3069,2249,2,1,Rural,1972,162855.15837391693,0
3070,1672,3,2,Urban,1967,151172.71251068517,2
3071,1630,5,2,Suburb,2009,136594.43425888388,1
3072,1660,3,2,Rural,1992,222597.58991258635,0
3073,1661,2,2,Suburb,2021,170648.37192774,1
3074,2455,2,2,Suburb,2003,266532.2487728057,1
3075,1804,2,1,Suburb,2000,244993.4184970105,1
3076,2678,2,1,Suburb,2009,227285.49957584892,1
3077,1418,2,3,Urban,1973,222799.91525955196,2
3078,1987,3,2,Urban,1999,157462.03439793893,2
3079,2478,3,2,Rural,1986,135582.30222992072,0
3080,2183,2,2,Urban,2006,305410.3992334419,2
3081,2546,3,2,Urban,1979,162431.61805758363,2
3082,1649,2,2,Urban,1997,277920.66834242106,2
3083,1968,2,1,Urban,1970,221766.33439007655,2
3084,1589,2,1,Rural,1964,219030.4772109371,0
3085,2100,3,2,Urban,2020,160391.16176013649,2
3086,1508,3,1,Urban,1981,173922.57356869327,2
3087,1440,5,2,Rural,1996,200346.55053353767,0
3088,2277,3,3,Urban,1991,308312.9739911121,2
3089,1920,3,2,Rural,1954,236392.49784965653,0
3090,1769,4,3,Urban,1970,200865.70416767523,2
3091,2343,2,3,Urban,1974,247332.27681661036,2
3092,2826,2,2,Suburb,1987,288967.9778654556,1
3093,1262,3,2,Rural,1974,141315.18216119157,0
3094,2620,3,2,Rural,1994,252661.2147628688,0
3095,2681,5,2,Suburb,1995,333142.58616512053,1
3096,2858,4,1,Rural,2014,264489.8201205044,0
3097,2577,2,1,Rural,2013,291404.28604058723,0
3098,2397,2,3,Rural,2013,246270.5290420968,0
3099,1636,3,2,Suburb,1983,65916.4584198619,1
3100,2190,3,1,Rural,2017,301750.7242067234,0
3101,2960,4,1,Urban,2000,245558.95705811057,2
3102,2776,2,1,Urban,1966,302558.65993254416,2
3103,1458,4,3,Rural,1964,230523.3872992759,0
3104,1998,2,1,Suburb,2016,201815.46467291936,1
3105,2303,3,2,Urban,2006,404064.4753311408,2
3106,1699,4,1,Urban,2018,185469.99714412095,2
3107,1301,5,2,Urban,1959,117115.04430201052,2
3108,2554,3,1,Suburb,1967,363164.1473060735,1
3109,2603,5,2,Rural,1957,248625.02194432236,0
3110,2241,5,3,Urban,2013,282479.0870955991,2
3111,2125,5,1,Urban,1965,287821.3108454736,2
3112,1553,2,1,Rural,2021,161477.84347245604,0
3113,1287,5,3,Rural,2020,172234.7428736868,0
3114,2190,2,3,Urban,1953,231003.33827564225,2
3115,1620,4,3,Urban,1969,343903.2936962318,2
3116,2005,3,2,Urban,1979,307507.2764772242,2
3117,1035,2,2,Suburb,1981,165349.23656470818,1
3118,1743,2,1,Rural,1974,210500.34427039127,0
3119,2764,4,2,Suburb,1998,271981.5826185403,1
3120,1352,4,1,Suburb,1951,99425.12370950286,1
3121,2699,3,3,Suburb,2009,314445.3582159462,1
3122,2922,4,1,Rural,2016,348293.5471441696,0
3123,1072,2,3,Rural,1980,12832.94955409615,0
3124,1647,3,3,Urban,1997,134233.44858642374,2
3125,2376,3,1,Suburb,2015,264559.8468201313,1
3126,2914,3,2,Rural,1997,283707.36019544693,0
3127,2093,5,2,Suburb,1979,258404.15029905364,1
3128,1424,5,1,Suburb,1966,154640.41410849738,1
3129,1998,2,2,Rural,1968,241124.976851852,0
3130,1707,5,3,Suburb,2020,282229.3445409684,1
3131,2804,4,3,Urban,1995,247972.48706316875,2
3132,1560,3,2,Urban,1987,186058.0091263228,2
3133,1827,2,2,Suburb,2009,308786.6989269614,1
3134,2665,4,3,Urban,2005,277346.63130403304,2
3135,1955,3,1,Suburb,1977,175135.11097321115,1
3136,1516,4,2,Urban,1956,222825.07780584137,2
3137,1427,5,2,Suburb,1999,171739.9734358631,1
3138,2562,4,1,Urban,1988,338345.83292068174,2
3139,1159,5,3,Urban,1992,123518.66931509432,2
3140,1148,4,1,Rural,1984,167884.2839662233,0
3141,1775,2,1,Suburb,1957,169727.2177024333,1
3142,2253,5,1,Urban,2004,262816.6020963609,2
3143,2735,5,2,Rural,2017,298865.5495407193,0
3144,2585,3,3,Rural,1966,348220.5396644741,0
3145,1066,5,3,Suburb,1970,145881.65781230605,1
3146,2013,3,2,Urban,1972,157919.54134383675,2
3147,2835,5,1,Urban,2016,259976.45018524863,2
3148,1380,5,2,Urban,1980,185806.24854488,2
3149,1057,5,1,Urban,1993,92447.1281558547,2
3150,2282,5,1,Rural,2021,277838.5536529582,0
3151,1341,3,1,Rural,1976,103012.47290838145,0
3152,2861,2,1,Rural,1998,286280.9996012785,0
3153,2153,4,2,Suburb,1974,196594.9196879809,1
3154,1726,5,1,Suburb,2014,197917.27158000975,1
3155,2195,5,2,Rural,2009,194148.8068355202,0
3156,1769,2,1,Urban,1991,182714.5828759603,2
3157,1613,3,2,Urban,1980,207880.54227645195,2
3158,2232,4,3,Rural,1992,230141.3497796465,0
3159,2826,2,2,Urban,1977,316032.5154944544,2
3160,1353,2,3,Urban,1980,91903.73216582696,2
3161,2494,2,2,Suburb,2004,217345.36865761015,1
3162,2821,2,3,Rural,1962,271411.6342943327,0
3163,1115,5,2,Suburb,1958,99181.050327637,1
3164,2287,4,1,Suburb,1992,265385.7482109168,1
3165,1661,5,3,Urban,1997,273609.88102912303,2
3166,2835,2,1,Rural,1998,280689.1106405122,0
3167,2465,4,3,Rural,1988,355776.1230613863,0
3168,2571,2,1,Urban,1953,325608.44771613786,2
3169,1452,3,1,Rural,1962,135392.48871761648,0
3170,2868,2,2,Urban,1993,299315.91177887126,2
3171,2500,2,1,Suburb,1950,360810.5625084406,1
3172,1286,3,3,Rural,1993,177114.99302419467,0
3173,2326,5,3,Suburb,2002,226148.0628391361,1
3174,2016,4,3,Suburb,1965,274266.699329752,1
3175,1310,2,2,Rural,1959,142398.43172791146,0
3176,1207,2,2,Urban,2015,149446.0249864199,2
3177,1617,3,3,Suburb,1952,253647.9876719982,1
3178,1445,4,1,Rural,2021,185532.52649169872,0
3179,1669,3,2,Rural,1996,193850.22962433385,0
3180,1632,2,1,Urban,1958,171005.7997454631,2
3181,1054,5,2,Suburb,1995,164103.41159787323,1
3182,1911,5,2,Urban,1976,161795.06752663586,2
3183,2035,4,2,Rural,2000,183813.67330562032,0
3184,1656,2,2,Rural,2012,236467.1067425485,0
3185,2423,3,3,Urban,2008,408992.8409896137,2
3186,2931,2,2,Suburb,1987,331223.32536600763,1
3187,2671,3,2,Urban,1999,364027.04431803327,2
3188,1979,3,3,Suburb,2009,192164.87514669777,1
3189,1514,4,3,Suburb,2019,200556.9062029506,1
3190,2679,3,3,Rural,1993,164170.08733128823,0
3191,2565,4,3,Rural,1983,280858.6875694116,0
3192,1236,5,1,Urban,2020,197949.2005000472,2
3193,2302,4,3,Suburb,2001,224883.0968575621,1
3194,1347,4,3,Urban,1959,151703.95339045892,2
3195,1626,4,3,Suburb,1996,244823.309392412,1
3196,2127,5,1,Urban,2009,191954.00889414852,2
3197,1629,4,3,Urban,1965,221591.32293774188,2
3198,2540,3,1,Urban,1983,174174.07819550647,2
3199,2895,3,2,Rural,1977,369396.5040953293,0
3200,2271,4,1,Urban,1956,239165.5258721379,2
3201,1363,3,3,Urban,2006,164961.45056132355,2
3202,1320,4,1,Suburb,1975,182153.3849097735,1
3203,2656,5,1,Rural,1999,173033.963628569,0
3204,1285,3,1,Suburb,1989,79935.45027610265,1
3205,1148,4,1,Urban,1978,140763.40949960914,2
3206,2107,2,1,Urban,1963,175527.7662732706,2
3207,2989,5,1,Urban,1963,260583.8227368485,2
3208,1405,2,1,Rural,2010,190279.36228163727,0
3209,1977,4,1,Suburb,1987,179676.8232035265,1
3210,1455,3,2,Rural,1957,162943.93530814047,0
3211,2766,4,2,Urban,1978,271413.3498570895,2
3212,1799,3,3,Suburb,1988,182670.26416401123,1
3213,2184,4,3,Urban,1985,264847.90397817147,2
3214,2012,4,3,Urban,2001,184556.1861637788,2
3215,1783,3,3,Rural,1998,217462.25820449163,0
3216,1459,3,3,Urban,2009,129503.45794745392,2
3217,2573,4,3,Urban,1967,292542.42292661814,2
3218,2523,2,2,Urban,1980,264221.31783821696,2
3219,1737,5,2,Urban,2009,127925.26095581542,2
3220,1508,2,2,Suburb,1963,167390.45738476183,1
3221,2677,2,1,Urban,1994,263029.16427251097,2
3222,2827,2,1,Rural,1989,313460.6360440658,0
3223,1480,2,3,Rural,2011,110451.38400009854,0
3224,2686,3,2,Suburb,2018,327467.7285262308,1
3225,1113,2,3,Urban,2020,103271.5865763537,2
3226,1748,5,2,Rural,1950,236602.18701309836,0
3227,2601,3,2,Rural,1981,373516.5634048485,0
3228,1360,2,3,Rural,2016,70719.58385552965,0
3229,1340,3,3,Urban,2004,105658.74713031056,2
3230,1769,2,1,Suburb,1964,151680.71976955602,1
3231,1760,2,2,Suburb,2010,197457.27584185344,1
3232,1968,5,1,Suburb,2005,233516.44555638923,1
3233,1448,3,1,Rural,1988,128932.84374939228,0
3234,2866,3,1,Suburb,1971,350900.7637619887,1
3235,1834,4,1,Rural,1968,249037.33016868628,0
3236,2203,2,2,Suburb,2010,294099.9274171592,1
3237,2725,2,2,Rural,1999,328977.2575722757,0
3238,2430,5,1,Urban,1967,335396.323364622,2
3239,2689,5,2,Rural,2010,267700.7541619928,0
3240,2219,3,1,Suburb,1994,204841.7274701333,1
3241,2489,5,3,Rural,1960,229651.58275489692,0
3242,1310,3,1,Urban,1962,175567.1543689769,2
3243,1261,2,3,Suburb,1988,156059.51264342747,1
3244,2442,2,1,Urban,2015,297776.685162467,2
3245,1405,3,1,Suburb,1994,140509.8533588641,1
3246,2962,5,2,Urban,1984,398064.00701062,2
3247,1142,5,3,Suburb,1982,161606.509158991,1
3248,1341,3,2,Urban,1980,136880.2644715225,2
3249,2339,2,1,Suburb,1967,247781.29579089832,1
3250,2124,3,3,Rural,2014,316920.5006364158,0
3251,1243,5,1,Urban,1998,152934.5099199731,2
3252,1489,3,3,Suburb,1964,177247.89201046806,1
3253,1011,2,3,Suburb,2013,137967.29366320116,1
3254,2262,4,1,Rural,1956,276113.8232146814,0
3255,1560,3,1,Urban,2006,189661.63875185465,2
3256,1041,4,2,Suburb,1998,160042.7560475324,1
3257,1677,3,2,Suburb,1970,212913.1142752002,1
3258,1593,5,1,Rural,1989,203422.2553533653,0
3259,2452,5,2,Rural,1961,364024.4172265173,0
3260,2826,4,2,Urban,1971,273574.0864676888,2
3261,2181,3,1,Urban,1958,259341.20784365383,2
3262,2239,5,3,Rural,1980,245378.18863564264,0
3263,2693,4,1,Urban,1952,249890.303923019,2
3264,2485,4,2,Rural,1992,262092.6669898301,0
3265,1133,3,1,Rural,1997,80594.28817458858,0
3266,2090,5,1,Suburb,1972,242814.9044498574,1
3267,2871,4,3,Urban,2010,326375.3754196741,2
3268,2030,2,3,Suburb,1964,238146.63136303663,1
3269,1947,2,2,Rural,1995,202304.1487721622,0
3270,2549,5,2,Rural,2005,287182.5971163202,0
3271,1072,5,2,Urban,1963,101520.45123919904,2
3272,1398,2,2,Urban,1997,134286.878140162,2
3273,2428,4,2,Rural,1994,220874.99325776848,0
3274,2698,3,1,Rural,1973,229165.6644404115,0
3275,1577,4,1,Urban,2002,86547.87097877152,2
3276,1858,5,2,Rural,1968,271613.636098798,0
3277,1129,5,3,Urban,1956,212420.03846466023,2
3278,1930,3,3,Suburb,2011,130717.95734358556,1
3279,2489,4,2,Suburb,1996,287435.8501974413,1
3280,2229,3,1,Rural,1999,184609.1197533529,0
3281,2811,4,3,Rural,2012,284051.5015766079,0
3282,2791,4,3,Urban,1999,300843.7658313857,2
3283,1265,2,3,Urban,1974,119980.72637278184,2
3284,2560,4,3,Suburb,1988,332647.30219807685,1
3285,2985,5,1,Rural,1961,456959.8043667304,0
3286,1792,5,1,Suburb,2004,141586.2604149567,1
3287,1252,5,3,Urban,1972,204133.36135591185,2
3288,1821,2,1,Rural,2008,221151.911203649,0
3289,2312,3,1,Urban,1981,249184.8817878236,2
3290,1163,5,2,Suburb,1966,106470.3288068668,1
3291,1094,5,2,Rural,1977,42159.00376463884,0
3292,2805,3,2,Urban,1992,325843.3317660063,2
3293,1832,2,2,Urban,1998,208247.04413229265,2
3294,2133,4,3,Suburb,1993,247235.33064199763,1
3295,1335,3,2,Suburb,2006,191030.54677831888,1
3296,1821,4,2,Rural,1963,232581.09643138992,0
3297,1237,4,1,Suburb,1976,145917.73897402838,1
3298,1380,4,3,Urban,1956,205654.5394443692,2
3299,2459,3,1,Rural,2005,268616.66675306903,0
3300,1898,3,1,Urban,1996,213395.4880068581,2
3301,1482,4,1,Rural,1961,237087.8453302385,0
3302,2960,2,2,Urban,1951,317306.94852143683,2
3303,1901,2,3,Suburb,2021,130462.64067996334,1
3304,2048,2,2,Suburb,2005,266338.5957818769,1
3305,2676,5,3,Rural,1965,346205.2457136336,0
3306,2140,4,1,Urban,1974,233665.5838934699,2
3307,1481,5,3,Suburb,1952,241926.84475859703,1
3308,2415,2,1,Suburb,1994,228823.6392020693,1
3309,1916,3,2,Suburb,1999,212662.8762729967,1
3310,1993,2,1,Rural,1954,277032.4980874956,0
3311,1963,5,2,Suburb,1982,211545.3915700172,1
3312,1536,5,2,Urban,2014,166303.81337519202,2
3313,2102,2,2,Rural,1981,231128.19025234252,0
3314,2603,4,1,Rural,1978,325865.96512234746,0
3315,2196,3,2,Rural,1972,181063.3492863672,0
3316,2979,3,3,Rural,1961,377346.1408433694,0
3317,2035,2,3,Rural,2009,275975.0651669102,0
3318,2823,4,3,Rural,1996,379295.39268159337,0
3319,1127,4,3,Suburb,1960,56134.95578151416,1
3320,2631,2,2,Rural,1987,336783.98532572103,0
3321,1091,3,3,Suburb,2017,139634.07650820128,1
3322,2676,3,1,Urban,1970,273868.9567338503,2
3323,1542,3,3,Suburb,1955,161802.49149246915,1
3324,1845,4,3,Rural,2020,200298.82937026653,0
3325,2555,2,1,Urban,1985,298021.6807527543,2
3326,2681,4,1,Rural,1964,298152.83888496563,0
3327,1988,3,3,Rural,1958,227620.75422187807,0
3328,2851,4,2,Rural,1996,193188.2721011383,0
3329,1446,3,1,Suburb,1960,132471.5838120252,1
3330,1389,2,2,Urban,1966,166923.81041762666,2
3331,1671,3,2,Urban,1983,71406.67027935387,2
3332,2884,5,3,Urban,1995,362452.3218073546,2
3333,1042,5,2,Suburb,1979,118146.89577690102,1
3334,1253,2,2,Suburb,1961,119050.65059238773,1
3335,2153,4,2,Suburb,1956,240399.11799769232,1
3336,2083,4,3,Suburb,2015,178570.79852645297,1
3337,1662,4,1,Urban,1970,130229.29046628898,2
3338,1466,3,3,Suburb,1999,207184.9652446862,1
3339,1286,5,1,Rural,1950,189473.96440478557,0
3340,2010,2,2,Urban,1998,191497.98425704453,2
3341,2540,4,1,Suburb,2015,317919.0314948954,1
3342,2490,4,1,Suburb,1975,321550.51109929173,1
3343,2953,2,1,Rural,1974,208697.14673018083,0
3344,1777,3,1,Rural,1978,235667.7520089856,0
3345,1344,4,2,Rural,2001,158348.63548190275,0
3346,1641,3,1,Rural,2013,233876.41338821736,0
3347,1381,3,1,Urban,1977,208435.43986766497,2
3348,2802,3,2,Rural,1988,304995.2130497571,0
3349,1689,4,1,Rural,2017,211762.28003646448,0
3350,2276,4,3,Suburb,2010,286560.39734899823,1
3351,2950,2,1,Rural,1959,371114.7341739869,0
3352,2079,2,3,Suburb,1959,246456.01948919985,1
3353,2486,3,3,Rural,1989,250692.41089357855,0
3354,1456,4,3,Urban,2000,153904.03347818888,2
3355,1982,3,2,Suburb,1992,195499.44162847992,1
3356,1082,2,3,Suburb,1988,125439.96296319098,1
3357,2928,3,3,Suburb,1962,457902.6754420163,1
3358,2122,5,2,Suburb,1991,265550.4820385118,1
3359,1148,3,2,Suburb,1975,250446.16976173944,1
3360,2352,4,3,Rural,2008,323581.53259863314,0
3361,2179,3,2,Rural,2007,218869.0694067641,0
3362,1189,3,1,Urban,1980,152332.49176882257,2
3363,2517,4,3,Rural,1976,282028.63061970257,0
3364,1882,5,3,Urban,2011,225689.2699293759,2
3365,1262,4,1,Urban,2006,170513.93051999144,2
3366,2103,2,2,Suburb,1953,407173.1123305347,1
3367,1399,5,1,Urban,2001,212536.72758201504,2
3368,1763,5,1,Urban,1988,192576.28338118503,2
3369,1608,4,2,Urban,1950,177056.54893408378,2
3370,2283,3,2,Urban,1965,250997.4110136674,2
3371,2795,2,3,Urban,1994,293723.3970688777,2
3372,2638,2,3,Suburb,1983,261822.84878273704,1
3373,2575,5,3,Urban,1971,346915.1261191382,2
3374,1784,2,2,Suburb,1952,172890.9878839843,1
3375,1100,5,3,Rural,1987,50210.14549376789,0
3376,2382,5,1,Urban,1951,237196.40786457623,2
3377,2403,2,3,Rural,2003,301107.2443220598,0
3378,1819,5,2,Rural,1989,195750.4583307769,0
3379,2244,3,2,Urban,1991,275301.4632971332,2
3380,1819,5,3,Rural,2007,144517.71043034503,0
3381,1419,3,2,Suburb,1984,83233.90902494825,1
3382,1123,3,2,Suburb,1998,92402.94372474244,1
3383,1421,3,3,Rural,2010,183339.95486263605,0
3384,2254,2,3,Urban,1991,216149.2845400621,2
3385,2713,3,1,Rural,1976,270883.6899999154,0
3386,2086,2,2,Urban,1969,217634.79240157784,2
3387,2508,4,3,Rural,1970,224554.062278633,0
3388,2651,3,1,Urban,1955,353686.6049671525,2
3389,2726,5,2,Rural,1971,388796.7966849339,0
3390,2597,4,2,Urban,1978,326799.0757136331,2
3391,1767,4,1,Rural,1989,263232.92828120635,0
3392,1482,3,2,Urban,1976,182385.52972668264,2
3393,1518,2,3,Suburb,1964,179146.47093919123,1
3394,1154,4,1,Suburb,1999,161345.9555426621,1
3395,1091,3,1,Urban,1961,133572.08394166653,2
3396,1981,4,3,Urban,2003,271000.7214789959,2
3397,2549,4,1,Suburb,1990,237470.20054894657,1
3398,1454,3,3,Urban,2021,215957.69303159651,2
3399,2764,5,3,Suburb,2000,393864.7194498392,1
3400,1597,5,2,Suburb,1998,177048.80519971196,1
3401,2668,5,2,Rural,1974,251495.56565445368,0
3402,1509,4,2,Rural,1996,237548.37793618173,0
3403,2206,2,2,Urban,1966,265312.6025613444,2
3404,1385,2,2,Urban,1987,172911.1215859925,2
3405,2597,4,3,Suburb,1961,266296.7184249136,1
3406,2754,4,1,Suburb,1955,321260.3541108544,1
3407,1404,3,1,Suburb,1958,162507.00688593858,1
3408,1245,2,2,Rural,1995,151889.00481577546,0
3409,1741,4,3,Suburb,1971,226966.645343388,1
3410,2614,5,3,Rural,2004,275197.2382956714,0
3411,1660,2,3,Urban,1952,152441.92240450694,2
3412,1649,4,1,Rural,1983,127915.04239712184,0
3413,2494,3,3,Urban,1953,252484.75452212789,2
3414,2849,3,2,Urban,1951,294567.497456826,2
3415,2911,2,3,Urban,2007,348178.45152855304,2
3416,2446,5,2,Rural,1962,320600.3096705049,0
3417,1900,2,1,Urban,1986,68439.06817024143,2
3418,1064,4,1,Rural,1958,129836.99918458186,0
3419,2036,5,3,Rural,1957,258202.42355481957,0
3420,1212,4,1,Urban,1999,134972.3116032383,2
3421,1241,5,1,Urban,2011,152976.46607979317,2
3422,1492,5,3,Rural,1979,191101.74936521865,0
3423,2236,4,1,Urban,1973,236176.740436176,2
3424,2716,2,2,Suburb,1997,299032.02175174444,1
3425,1337,3,3,Urban,1971,84685.09027605435,2
3426,1172,5,2,Urban,2017,112546.15077027168,2
3427,1671,5,1,Suburb,2000,183244.6712002448,1
3428,1163,3,3,Rural,2011,114009.455480345,0
3429,1464,2,2,Urban,2016,123522.86637000236,2
3430,1994,3,3,Suburb,1965,254431.77341638223,1
3431,1496,2,2,Suburb,2002,126123.38857295435,1
3432,1699,5,2,Rural,1987,285620.44565550744,0
3433,1394,5,3,Rural,1997,138880.1013688666,0
3434,1702,4,2,Rural,2008,180800.42738469172,0
3435,2940,2,3,Suburb,1956,268314.030958469,1
3436,1307,3,1,Rural,1994,96464.69354965125,0
3437,2791,2,2,Urban,2010,316930.2772413605,2
3438,1182,2,2,Urban,1976,86128.02983593417,2
3439,1628,2,2,Urban,1980,186170.87982386583,2
3440,2817,2,2,Suburb,2019,338627.00304945617,1
3441,1509,3,1,Rural,2006,116008.00914671244,0
3442,2731,4,3,Suburb,1962,222600.89362983813,1
3443,1545,5,3,Suburb,2005,259988.4039004342,1
3444,2587,3,3,Rural,1956,213439.79390775692,0
3445,1623,3,1,Urban,1988,205946.1350690791,2
3446,2787,5,1,Suburb,2000,240728.74583101275,1
3447,1593,4,3,Rural,2006,203212.7313677647,0
3448,1743,3,3,Urban,1995,233564.2788955761,2
3449,2250,5,1,Rural,1963,225151.1940044544,0
3450,2768,4,1,Rural,2005,226681.95439368757,0
3451,2756,4,2,Urban,1967,265441.0253243296,2
3452,2459,2,3,Urban,2003,232974.17029674817,2
3453,2948,3,3,Suburb,2002,283715.3804887787,1
3454,2445,4,3,Suburb,1992,113827.76556623731,1
