,SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,target
14372,1921,2,1,Suburb,1991,236571.95795595192,223234.18985728978
14373,2912,5,1,Rural,1973,286430.2058972903,224096.1260397619
14374,2763,4,3,Suburb,1973,285373.6232081425,223234.18985728978
14375,1146,2,3,Rural,1951,246344.44646825775,224096.1260397619
14376,1121,3,1,Suburb,1989,118192.21571844256,223234.18985728978
14377,1080,3,1,Urban,1969,48159.34942531143,227166.1971394754
14378,1684,3,2,Suburb,2018,271015.6935293108,223234.18985728978
14379,2689,3,2,Rural,2000,285312.2566716583,224096.1260397619
14380,1661,5,1,Suburb,1969,122092.49656982282,223234.18985728978
14381,1374,3,2,Rural,2016,29977.268757928206,224096.1260397619
14382,2593,4,3,Rural,1968,238317.14300148917,224096.1260397619
14383,1062,2,3,Rural,2005,149139.0813280608,224096.1260397619
14384,1503,5,1,Rural,1972,207761.083915412,224096.1260397619
14385,1667,3,3,Urban,1960,136450.44474345687,227166.1971394754
14386,1448,4,2,Suburb,1985,229395.33892384128,223234.18985728978
14387,2451,2,2,Suburb,2001,268058.74442995084,223234.18985728978
14388,1867,2,1,Suburb,2010,183768.5981195209,223234.18985728978
14389,2450,5,2,Urban,2008,232839.7237952251,227166.1971394754
14390,2444,2,1,Suburb,1995,265719.7247633184,223234.18985728978
14391,2345,3,2,Urban,1980,196082.97255717785,227166.1971394754
14392,2936,3,2,Rural,2011,323195.8389950036,224096.1260397619
14393,1679,4,2,Rural,1950,168990.85006464625,224096.1260397619
14394,2189,4,1,Urban,1983,349893.63400615094,227166.1971394754
14395,2620,2,1,Urban,2002,232469.65322538928,227166.1971394754
14396,2980,5,2,Urban,1975,319054.91943172103,227166.1971394754
14397,2672,3,2,Urban,2018,287691.48887584475,227166.1971394754
14398,1460,2,2,Suburb,1994,236673.52110587776,223234.18985728978
14399,1458,5,3,Suburb,2000,159451.52523714848,223234.18985728978
14400,2212,2,3,Rural,1986,138974.11628174444,224096.1260397619
14401,1463,5,2,Rural,1997,209268.92265116572,224096.1260397619
14402,1911,4,3,Urban,1956,111332.49306044423,227166.1971394754
14403,1378,3,2,Suburb,1959,231948.10887532472,223234.18985728978
14404,2025,4,3,Urban,1961,266422.1863354138,227166.1971394754
14405,2641,3,3,Urban,2016,228408.74273096773,227166.1971394754
14406,1363,5,2,Rural,1959,173367.04493491378,224096.1260397619
14407,1071,5,1,Suburb,2014,164906.86686223064,223234.18985728978
14408,2450,2,3,Rural,1970,211045.72710054257,224096.1260397619
14409,1637,5,1,Urban,1950,268423.1214110988,227166.1971394754
14410,2193,5,3,Rural,1965,332000.3916166631,224096.1260397619
14411,2228,2,1,Rural,1966,199570.1807538885,224096.1260397619
14412,2848,2,1,Rural,1962,317254.08483947936,224096.1260397619
14413,1336,3,2,Suburb,1970,183503.34134838305,223234.18985728978
14414,2495,5,1,Rural,1974,177909.906511219,224096.1260397619
14415,1194,2,3,Urban,2006,91327.29455786,227166.1971394754
14416,2693,3,2,Suburb,1979,296362.8774960152,223234.18985728978
14417,2011,3,2,Urban,1955,188189.04928831005,227166.1971394754
14418,1652,4,2,Suburb,1966,228453.1124804149,223234.18985728978
14419,2298,2,1,Suburb,1993,200941.086607173,223234.18985728978
14420,1006,4,1,Suburb,2018,94560.8007289882,223234.18985728978
14421,1904,3,3,Rural,2005,229914.13179647116,224096.1260397619
14422,1978,5,3,Suburb,1984,264867.8908090538,223234.18985728978
14423,1565,2,3,Rural,1991,85068.04790898298,224096.1260397619
14424,1615,2,3,Urban,2000,181101.1856885882,227166.1971394754
14425,2877,3,3,Suburb,2013,368138.2465837837,223234.18985728978
14426,2873,2,2,Suburb,1967,342827.00639827014,223234.18985728978
14427,1572,3,1,Suburb,1972,189044.3362605627,223234.18985728978
14428,1598,2,2,Suburb,1972,192332.6393431402,223234.18985728978
14429,1769,2,1,Urban,1994,162108.91830311043,227166.1971394754
14430,2201,5,2,Rural,1965,250453.1178016037,224096.1260397619
14431,1241,3,1,Urban,1959,152225.7083933502,227166.1971394754
14432,2226,4,3,Rural,2021,324651.3894913071,224096.1260397619
14433,2566,5,2,Rural,1967,317423.7520806179,224096.1260397619
14434,2824,3,3,Suburb,1997,329942.21102040674,223234.18985728978
14435,2485,2,2,Urban,1973,225902.2736214094,227166.1971394754
14436,2103,3,2,Rural,1971,234533.65997187007,224096.1260397619
14437,2546,3,2,Rural,1989,244350.8330042165,224096.1260397619
14438,2440,5,3,Suburb,1959,260372.8352732089,223234.18985728978
14439,1765,3,3,Urban,1974,231601.60628216743,227166.1971394754
14440,1383,2,2,Suburb,2013,183788.3742538209,223234.18985728978
14441,1390,4,2,Rural,1953,146818.83994619045,224096.1260397619
14442,1895,4,2,Suburb,1967,204244.2638130524,223234.18985728978
14443,2822,2,2,Urban,1967,279778.6730558897,227166.1971394754
14444,1687,4,3,Suburb,1968,192947.4726138253,223234.18985728978
14445,2149,5,1,Urban,1958,248421.4767234368,227166.1971394754
14446,2517,3,1,Rural,1983,254566.14210736996,224096.1260397619
14447,1046,3,2,Rural,1959,129077.1115893542,224096.1260397619
14448,2741,4,2,Urban,1986,368957.0424169756,227166.1971394754
14449,2499,4,1,Suburb,1961,244486.83799561224,223234.18985728978
14450,2972,4,1,Urban,1981,350990.20977874537,227166.1971394754
14451,1618,5,2,Urban,1978,240229.53031675995,227166.1971394754
14452,1463,3,2,Rural,2019,200610.5891815265,224096.1260397619
14453,2810,3,1,Suburb,1950,257029.65975257888,223234.18985728978
14454,2872,2,3,Urban,1968,346745.0874154026,227166.1971394754
14455,1122,2,2,Urban,1959,151898.73812347063,227166.1971394754
14456,2497,5,1,Suburb,1950,337227.88434178976,223234.18985728978
14457,1133,3,3,Rural,2018,173686.92692962568,224096.1260397619
14458,2642,3,1,Rural,1985,277392.75502238085,224096.1260397619
14459,2840,2,2,Suburb,2014,351655.3371469353,223234.18985728978
14460,1840,2,1,Rural,2006,133935.02549676254,224096.1260397619
14461,2585,3,2,Rural,1961,253493.90060334984,224096.1260397619
14462,1848,5,3,Suburb,1963,234763.3890195844,223234.18985728978
14463,1606,4,3,Suburb,1983,105083.01546880172,223234.18985728978
14464,2803,5,2,Rural,2002,326223.9958234176,224096.1260397619
14465,1022,3,2,Rural,1954,104730.18133030554,224096.1260397619
14466,1565,4,2,Urban,1958,161853.92594043218,227166.1971394754
14467,2909,5,3,Rural,1979,270476.9702831873,224096.1260397619
14468,1765,5,1,Urban,1990,213198.80637026063,227166.1971394754
14469,1964,3,2,Suburb,1967,210746.7760108128,223234.18985728978
14470,1234,2,3,Urban,1993,117097.19996970192,227166.1971394754
14471,1995,5,3,Rural,1952,289180.624951792,224096.1260397619
14472,2082,5,1,Urban,1963,285206.854196724,227166.1971394754
14473,2187,2,2,Rural,1960,226052.579778539,224096.1260397619
14474,2794,5,1,Rural,1986,343607.21700195514,224096.1260397619
14475,1825,5,2,Rural,1959,151789.39800212582,224096.1260397619
14476,1215,2,2,Suburb,1965,113021.49168620388,223234.18985728978
14477,2206,3,2,Urban,1987,116694.83243578213,227166.1971394754
14478,2592,3,1,Urban,1981,289223.0847200659,227166.1971394754
14479,1656,3,3,Urban,1953,150361.56320521169,227166.1971394754
14480,1934,4,3,Urban,1950,217113.92698565923,227166.1971394754
14481,2113,3,3,Rural,2001,293181.9723615696,224096.1260397619
14482,2987,4,3,Urban,2000,290124.9626379403,227166.1971394754
14483,1310,4,2,Urban,2021,217612.9426119062,227166.1971394754
14484,1556,4,1,Suburb,1981,133631.7787186661,223234.18985728978
14485,1971,2,2,Suburb,2004,223979.1004662062,223234.18985728978
14486,1256,4,2,Urban,2001,149170.82564486546,227166.1971394754
14487,1532,4,1,Suburb,2016,218368.9808222016,223234.18985728978
14488,2556,2,2,Suburb,1997,269308.6671868499,223234.18985728978
14489,1051,5,1,Suburb,2002,81424.23482214069,223234.18985728978
14490,2361,5,2,Rural,1980,350311.6553099242,224096.1260397619
14491,2194,4,3,Suburb,1986,343365.82567640656,223234.18985728978
14492,2971,3,2,Suburb,2021,257439.8275495928,223234.18985728978
14493,2090,5,2,Urban,1995,278711.48011674866,227166.1971394754
14494,2648,3,2,Urban,1991,280545.27212067856,227166.1971394754
14495,1299,2,2,Rural,2013,109529.2311485604,224096.1260397619
14496,1671,5,2,Suburb,2009,133388.91386010445,223234.18985728978
14497,1777,2,1,Urban,1997,237735.4765405347,227166.1971394754
14498,1831,4,3,Rural,1982,252761.83033021065,224096.1260397619
14499,1231,5,3,Urban,1997,193191.44446743943,227166.1971394754
14500,1974,4,1,Urban,1951,257590.5348719624,227166.1971394754
14501,2860,4,1,Suburb,1954,236828.8881214108,223234.18985728978
14502,2091,2,2,Urban,1963,224993.07883870765,227166.1971394754
14503,2529,5,2,Suburb,1984,256525.8932344428,223234.18985728978
14504,1027,5,2,Suburb,1963,174891.41075798785,223234.18985728978
14505,2972,5,1,Urban,1968,287796.86394594994,227166.1971394754
14506,2651,4,2,Rural,1951,393534.6247236207,224096.1260397619
14507,2074,5,1,Urban,2016,253891.108039636,227166.1971394754
14508,2716,3,2,Rural,2020,361452.90705277055,224096.1260397619
14509,2283,3,1,Urban,1961,182506.5902435276,227166.1971394754
14510,1590,4,3,Suburb,2001,163625.79808417207,223234.18985728978
14511,1784,2,1,Rural,1967,86069.99196263202,224096.1260397619
14512,1619,3,2,Urban,1984,151726.9633607113,227166.1971394754
14513,2986,2,1,Urban,2005,367997.8797459997,227166.1971394754
14514,1585,5,2,Suburb,1981,205535.7719410822,223234.18985728978
14515,2710,3,2,Urban,1982,372195.5048246004,227166.1971394754
14516,2001,4,2,Suburb,1965,285184.7264533005,223234.18985728978
14517,1183,4,2,Rural,1979,214817.8370242227,224096.1260397619
14518,2046,2,2,Urban,1995,191525.81017742085,227166.1971394754
14519,2809,4,3,Urban,2021,235163.28104982967,227166.1971394754
14520,1128,2,3,Suburb,2014,89312.40219096601,223234.18985728978
14521,1290,2,2,Suburb,1953,58611.08589454224,223234.18985728978
14522,2855,3,1,Urban,1956,257797.8253732656,227166.1971394754
14523,1500,3,1,Rural,2016,72519.98260772256,224096.1260397619
14524,1185,4,3,Suburb,2003,125021.5423595634,223234.18985728978
14525,1478,2,3,Rural,2020,206248.6477389629,224096.1260397619
14526,2594,3,2,Rural,1973,402597.5605816875,224096.1260397619
14527,1491,5,1,Rural,1983,182119.61517103508,224096.1260397619
14528,1512,4,1,Suburb,2011,222307.8726220835,223234.18985728978
14529,2666,4,2,Suburb,2021,388967.4867495928,223234.18985728978
14530,2090,5,1,Rural,2006,285673.0833491033,224096.1260397619
14531,2828,5,3,Suburb,1980,337036.7559489921,223234.18985728978
14532,1466,5,2,Urban,1960,138936.26013879376,227166.1971394754
14533,1284,3,1,Rural,1979,134596.4816486466,224096.1260397619
14534,1600,5,1,Urban,1960,249855.8613852804,227166.1971394754
14535,2440,4,3,Suburb,2001,287617.98125697934,223234.18985728978
14536,2123,3,2,Urban,2011,208215.82132829344,227166.1971394754
14537,1188,2,3,Rural,1977,68549.37353702822,224096.1260397619
14538,1988,5,1,Urban,1964,225328.22520184735,227166.1971394754
14539,1889,4,2,Suburb,1981,174662.6610292572,223234.18985728978
14540,2881,5,3,Urban,1966,380534.0836196276,227166.1971394754
14541,1387,2,3,Rural,1996,93268.82208138326,224096.1260397619
14542,1240,3,2,Urban,2007,225316.25265795836,227166.1971394754
14543,2805,2,1,Suburb,2020,251750.2843921912,223234.18985728978
14544,2754,3,2,Suburb,1974,323226.9767717799,223234.18985728978
14545,1416,4,3,Urban,1962,140388.29145691905,227166.1971394754
14546,2941,4,3,Rural,1961,302704.29363828845,224096.1260397619
14547,1175,4,2,Urban,1994,25470.318528568823,227166.1971394754
14548,1386,2,2,Rural,1984,189062.8775992368,224096.1260397619
14549,2494,5,2,Urban,1956,243259.23793354785,227166.1971394754
14550,1852,5,2,Suburb,2019,245578.98496669452,223234.18985728978
14551,2256,2,3,Rural,1994,229140.50595329807,224096.1260397619
14552,1662,5,2,Rural,2011,181774.4123219837,224096.1260397619
14553,1451,2,2,Rural,1998,37203.60253524348,224096.1260397619
14554,1276,5,3,Suburb,2019,277095.75948271377,223234.18985728978
14555,2252,3,3,Suburb,1954,206995.46592330985,223234.18985728978
14556,2194,4,3,Suburb,1996,322156.8611805703,223234.18985728978
14557,2758,5,2,Urban,1970,402787.0592859682,227166.1971394754
14558,1212,2,2,Urban,1976,112602.2948857204,227166.1971394754
14559,2305,3,1,Urban,1954,210242.88007660917,227166.1971394754
14560,1040,5,2,Rural,1972,138164.28161707826,224096.1260397619
14561,2145,5,1,Rural,1995,242829.492119349,224096.1260397619
14562,2250,2,2,Rural,1990,164282.2559858413,224096.1260397619
14563,1293,3,3,Rural,2014,96381.44725421324,224096.1260397619
14564,1599,4,1,Suburb,2004,237682.36930803524,223234.18985728978
14565,2290,2,1,Rural,1997,220551.7015701939,224096.1260397619
14566,1540,5,3,Urban,2019,225113.31646763397,227166.1971394754
14567,2782,4,1,Urban,1988,316637.0058081706,227166.1971394754
14568,2851,5,2,Suburb,1966,332144.6128107495,223234.18985728978
14569,1450,2,1,Rural,1963,133079.36991673725,224096.1260397619
14570,2472,3,3,Suburb,1964,330062.1498095427,223234.18985728978
14571,2779,4,2,Suburb,1991,291646.996112196,223234.18985728978
14572,2084,2,1,Urban,2017,198229.72154287325,227166.1971394754
14573,2525,2,2,Suburb,1991,250422.59204741428,223234.18985728978
14574,2170,4,1,Suburb,2019,195448.5082365297,223234.18985728978
14575,2709,3,3,Urban,1968,339543.9356476529,227166.1971394754
14576,2968,5,1,Urban,1999,248064.7398729883,227166.1971394754
14577,1789,4,3,Rural,1987,204976.4672955584,224096.1260397619
14578,1333,2,2,Urban,1972,176610.5211262571,227166.1971394754
14579,2904,4,2,Suburb,1959,419448.83787868137,223234.18985728978
14580,2976,4,2,Urban,1995,416698.3514621764,227166.1971394754
14581,1890,3,1,Suburb,2010,226426.5817550186,223234.18985728978
14582,2165,3,3,Urban,1963,236375.54250673045,227166.1971394754
14583,1043,5,1,Rural,1958,85862.23071890727,224096.1260397619
14584,1143,4,3,Rural,1971,80101.69186131746,224096.1260397619
14585,2888,3,3,Suburb,2017,269985.24979786784,223234.18985728978
14586,1332,3,2,Rural,1966,186972.58618730435,224096.1260397619
14587,1997,2,3,Suburb,1999,191538.87602301623,223234.18985728978
14588,2520,3,1,Urban,1983,337373.09810436604,227166.1971394754
14589,2419,4,2,Rural,1989,268430.89865977754,224096.1260397619
14590,1054,4,3,Urban,2018,108954.46440585917,227166.1971394754
14591,2330,2,1,Urban,1963,156475.42409457837,227166.1971394754
14592,1869,2,1,Suburb,1958,145290.1513241996,223234.18985728978
14593,2446,2,2,Suburb,1974,182313.13479935995,223234.18985728978
14594,2440,4,3,Rural,2014,224742.1679783506,224096.1260397619
14595,2696,4,3,Urban,2019,320399.9202728262,227166.1971394754
14596,1796,5,2,Urban,1953,210614.66745053467,227166.1971394754
14597,1324,3,2,Urban,1967,125598.79827372322,227166.1971394754
14598,2733,2,2,Rural,1965,349786.1239926975,224096.1260397619
14599,2694,3,2,Urban,2018,274767.00984720164,227166.1971394754
14600,1079,3,1,Urban,1953,176321.7228996228,227166.1971394754
14601,2054,5,2,Urban,2011,299927.5112627291,227166.1971394754
14602,1984,4,3,Urban,1972,182717.20890586468,227166.1971394754
14603,2135,3,3,Rural,2000,201137.56714537868,224096.1260397619
14604,1557,2,3,Rural,2017,276585.3116719328,224096.1260397619
14605,1864,2,1,Urban,1970,251619.02740552847,227166.1971394754
14606,1716,4,3,Urban,1976,183053.9866650756,227166.1971394754
14607,2587,4,1,Rural,1961,331775.0487997589,224096.1260397619
14608,2673,4,3,Rural,1969,234487.5111697729,224096.1260397619
14609,1471,2,2,Rural,1994,101821.53527133496,224096.1260397619
14610,1073,4,1,Suburb,1994,74479.27721789609,223234.18985728978
14611,2576,5,1,Rural,1986,308002.82085119234,224096.1260397619
14612,2502,5,1,Rural,1989,339341.09049209714,224096.1260397619
14613,1588,2,3,Rural,1968,162684.41120783996,224096.1260397619
14614,2410,5,2,Urban,1967,345292.60191742,227166.1971394754
14615,2722,3,3,Rural,1955,285062.8250355323,224096.1260397619
14616,2905,4,1,Urban,1964,267689.62590997474,227166.1971394754
14617,1563,5,2,Urban,1999,221698.3184887953,227166.1971394754
14618,2953,4,1,Urban,2013,204647.85487616292,227166.1971394754
14619,2456,5,1,Urban,1982,344756.3844223388,227166.1971394754
14620,2435,4,3,Rural,1976,250918.54768067025,224096.1260397619
14621,1466,2,3,Suburb,2008,193726.27048219956,223234.18985728978
14622,1598,3,2,Urban,1966,228093.74512306936,227166.1971394754
14623,2644,4,3,Rural,2016,210626.14498719468,224096.1260397619
14624,1991,3,3,Rural,1989,286814.39820306364,224096.1260397619
14625,2932,4,3,Suburb,1965,314208.8244035775,223234.18985728978
14626,1736,2,1,Suburb,1970,230497.1337890698,223234.18985728978
14627,1993,3,1,Urban,1992,281921.572774924,227166.1971394754
14628,1247,5,3,Suburb,1988,135581.89259339595,223234.18985728978
14629,2604,3,1,Suburb,2003,316180.81252876966,223234.18985728978
14630,2143,4,3,Urban,2019,336194.9510869419,227166.1971394754
14631,1066,3,2,Rural,1995,85224.98927203042,224096.1260397619
14632,1572,2,3,Suburb,1995,232887.50071776743,223234.18985728978
14633,2979,3,2,Suburb,1959,374382.5342204704,223234.18985728978
14634,2350,3,3,Rural,2003,311242.2775381244,224096.1260397619
14635,2943,3,2,Suburb,1983,269320.498934613,223234.18985728978
14636,1702,5,1,Urban,1981,217848.19549140483,227166.1971394754
14637,1469,3,3,Rural,2006,399005.7361807445,224096.1260397619
14638,1492,4,2,Suburb,1977,226789.9973069654,223234.18985728978
14639,2724,4,2,Suburb,1954,248402.58877930476,223234.18985728978
14640,1662,3,1,Urban,2016,209076.6946152705,227166.1971394754
14641,1285,3,2,Urban,2020,52853.40751707343,227166.1971394754
14642,2979,5,3,Rural,1977,370797.5287451464,224096.1260397619
14643,2937,2,2,Urban,1974,387828.813897704,227166.1971394754
14644,2631,4,2,Suburb,1983,308901.44316800043,223234.18985728978
14645,1311,5,2,Urban,1976,82272.9028876702,227166.1971394754
14646,1308,4,1,Suburb,2010,132834.03196488935,223234.18985728978
14647,1774,4,1,Rural,2006,194170.9916842773,224096.1260397619
14648,2120,3,1,Urban,1957,261053.74892276304,227166.1971394754
14649,1964,4,2,Urban,1992,179839.26428725646,227166.1971394754
14650,2136,2,1,Suburb,1963,146782.2559450916,223234.18985728978
14651,2660,2,1,Suburb,1951,277700.009619316,223234.18985728978
14652,1455,2,3,Rural,1989,160126.24800032686,224096.1260397619
14653,2486,5,2,Suburb,1973,248271.500507939,223234.18985728978
14654,2971,2,1,Rural,2016,258255.22823674543,224096.1260397619
14655,1131,2,3,Rural,1950,57097.4553310153,224096.1260397619
