,SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban
3920,2719,2,2,1993,319052,0,0,1
3921,2642,3,3,1994,291488,1,0,0
3922,1595,4,3,1988,268973,0,1,0
3923,2873,5,1,1959,290889,0,0,1
3924,1249,3,2,2015,174210,1,0,0
3925,1874,3,2,1956,179412,1,0,0
3926,2464,3,2,2015,218931,1,0,0
3927,2556,2,3,1993,332312,0,1,0
3928,1195,4,3,1994,152033,0,0,1
3929,1689,5,3,1957,280596,0,0,1
3930,2952,4,1,1954,377184,1,0,0
3931,2542,4,3,1998,293393,0,1,0
3932,2093,3,2,2001,235960,1,0,0
3933,1638,5,1,1981,315534,0,0,1
3934,2422,4,2,1962,271138,0,1,0
3935,1671,5,3,1992,97986,1,0,0
3936,2783,2,2,1971,360211,0,0,1
3937,2226,3,1,1958,287633,0,0,1
3938,2171,2,3,1977,263528,0,0,1
3939,2495,5,1,1971,276409,0,1,0
3940,2678,3,3,1962,291846,0,1,0
3941,1943,2,1,1967,223305,0,0,1
3942,1198,3,1,1975,142072,0,0,1
3943,2940,2,2,2017,363669,0,1,0
3944,2449,4,3,1977,342026,1,0,0
3945,2689,3,3,2020,246961,1,0,0
3946,1491,5,3,2021,203129,1,0,0
3947,2911,3,1,1962,244864,0,0,1
3948,1895,5,2,1999,292255,0,0,1
3949,1141,2,2,1967,108098,0,1,0
3950,2336,2,3,1984,258711,0,0,1
3951,1164,5,3,1973,204859,1,0,0
3952,1313,2,1,1963,107235,0,0,1
3953,1020,3,1,1999,128991,1,0,0
3954,2105,2,1,2017,165743,0,1,0
3955,2604,5,2,2019,295541,0,1,0
3956,2154,5,1,1983,257814,0,1,0
3957,2622,4,1,1974,178378,0,1,0
3958,2753,5,1,1994,338912,0,1,0
3959,2956,2,3,1950,261327,0,0,1
3960,1983,5,1,2007,208323,1,0,0
3961,1304,2,3,1997,136575,1,0,0
3962,2938,2,2,1966,244917,1,0,0
3963,1370,4,2,2004,182711,0,0,1
3964,2880,2,3,1986,309750,1,0,0
3965,1852,5,3,2013,152756,1,0,0
3966,1383,5,1,1969,241304,0,0,1
3967,2931,5,1,1983,453551,1,0,0
3968,1444,2,2,1952,142373,0,0,1
3969,1424,5,2,2005,138052,1,0,0
3970,1160,3,2,1983,101267,0,1,0
3971,2201,3,2,1972,234230,0,1,0
3972,1628,5,1,1992,219416,0,0,1
3973,2731,2,1,1981,245241,0,0,1
3974,1894,5,2,2015,258411,0,0,1
3975,1489,3,1,2007,165024,0,0,1
3976,2016,2,1,2011,229519,0,1,0
3977,1326,5,3,1988,161527,0,1,0
3978,1597,2,3,2006,102084,0,1,0
3979,2014,5,2,1966,258300,0,0,1
3980,1288,4,2,1984,206245,0,1,0
3981,1592,2,2,1951,250492,0,1,0
3982,2687,3,2,1967,290750,0,0,1
3983,2596,3,2,2020,186478,0,0,1
3984,1572,3,1,1977,175975,1,0,0
3985,2377,3,3,1995,252863,0,1,0
3986,1027,5,3,1954,173563,0,0,1
3987,1953,5,3,1968,161885,0,1,0
3988,1042,2,1,1977,82188,0,1,0
3989,2704,4,1,1983,248005,0,1,0
3990,1422,4,1,1954,147316,0,1,0
3991,2621,2,3,1979,274001,0,0,1
3992,1176,3,3,1973,100923,1,0,0
3993,1528,4,3,1968,231680,0,1,0
3994,2633,4,3,1969,368879,1,0,0
3995,1965,2,3,2000,97448,0,1,0
3996,2517,3,1,1981,279240,1,0,0
3997,1197,5,1,1962,260664,0,0,1
3998,1609,5,3,2010,201999,0,1,0
3999,2600,4,1,1989,235994,0,1,0
4000,1841,5,3,2013,185884,1,0,0
4001,1852,2,3,2012,266982,0,0,1
4002,2540,4,3,1968,256259,0,1,0
4003,2537,4,1,1966,325789,1,0,0
4004,1021,3,2,1966,115818,0,0,1
4005,2135,5,2,1952,219097,0,0,1
4006,2080,3,2,1967,288182,1,0,0
4007,2089,4,2,1963,354844,0,0,1
4008,1841,5,2,2012,237786,0,1,0
4009,1097,3,1,1952,171366,0,0,1
4010,2167,5,3,1974,328805,0,0,1
4011,2903,4,2,1956,298336,0,1,0
4012,1434,4,2,1974,170891,0,1,0
4013,1636,4,2,1966,129305,0,0,1
4014,2702,2,3,2020,319839,1,0,0
4015,2109,3,2,1983,182918,0,1,0
4016,1587,3,1,1998,229363,0,1,0
4017,1343,4,3,1976,131244,1,0,0
4018,2959,3,3,2009,336154,0,1,0
4019,2317,4,3,1984,250399,1,0,0
4020,2979,3,3,2010,402057,0,1,0
4021,1570,5,2,2018,285697,0,0,1
4022,2673,3,2,1957,320259,0,0,1
4023,1610,4,1,1963,161553,1,0,0
4024,2727,3,2,1984,353435,0,0,1
4025,1242,5,3,2013,222880,1,0,0
4026,2854,5,1,2017,240094,0,0,1
4027,1560,5,2,1961,213618,1,0,0
4028,1959,4,3,2006,254828,1,0,0
4029,1031,2,1,1983,99658,0,0,1
4030,1390,4,1,1984,149127,0,1,0
4031,1276,5,2,1978,103228,0,1,0
4032,1531,3,3,1980,201322,1,0,0
4033,2177,5,2,2015,204084,1,0,0
4034,1382,2,1,1976,188618,0,0,1
4035,2091,2,3,1962,244791,0,0,1
4036,2901,5,1,1991,251995,0,0,1
4037,1883,4,1,1969,183741,1,0,0
4038,1213,2,3,1952,212935,0,0,1
4039,2678,5,2,2003,252127,0,0,1
4040,1375,4,1,1966,126086,0,0,1
4041,1743,3,3,1965,196865,1,0,0
4042,1212,4,2,1987,192831,1,0,0
4043,1078,2,2,1968,117633,0,0,1
4044,2749,4,1,2013,226370,1,0,0
4045,1627,4,3,2016,249043,0,1,0
4046,1603,3,2,1985,303775,1,0,0
4047,1781,5,3,1957,199144,0,0,1
4048,2946,4,2,1988,362220,0,0,1
4049,2404,3,3,2016,223260,1,0,0
4050,2000,2,3,1982,283225,0,0,1
4051,1679,5,3,1997,266903,0,1,0
4052,1057,2,1,1995,159501,0,0,1
4053,2819,5,2,1982,356575,1,0,0
4054,2049,4,2,1965,287449,1,0,0
4055,1880,4,1,1986,214776,1,0,0
4056,1446,5,2,2017,70829,1,0,0
4057,1065,2,2,1999,120262,0,0,1
4058,2944,2,1,1954,274809,1,0,0
4059,2783,2,1,2014,272816,1,0,0
4060,2277,4,1,1993,270239,0,1,0
4061,2922,5,3,1968,345222,0,0,1
4062,2991,5,1,1995,258926,0,1,0
4063,2067,2,3,1955,262246,0,0,1
4064,2120,4,2,1997,237816,1,0,0
4065,2577,5,1,2014,334629,0,0,1
4066,2011,5,1,2008,244904,1,0,0
4067,1226,2,1,1981,154917,1,0,0
4068,1773,2,1,1960,170531,0,1,0
4069,1678,5,2,1967,238486,0,0,1
4070,2459,4,3,1963,311911,0,0,1
4071,2814,3,2,1958,315312,1,0,0
4072,1600,5,3,2010,214499,0,1,0
4073,1378,5,2,1951,190032,0,1,0
4074,2201,4,2,1978,248895,1,0,0
4075,2450,5,2,1966,231846,0,1,0
4076,2938,3,1,2008,258762,0,1,0
4077,1708,4,1,1974,167482,0,1,0
4078,1306,3,3,1979,231373,1,0,0
4079,1778,3,2,1957,257274,0,1,0
4080,1503,5,1,2002,223601,1,0,0
4081,1267,3,2,1983,60226,1,0,0
4082,2609,5,2,1960,321602,1,0,0
4083,1007,5,3,2009,180894,0,0,1
4084,2943,4,3,1997,340432,1,0,0
4085,1507,4,2,1977,202787,0,0,1
4086,1475,4,2,2004,203692,0,0,1
4087,2320,5,2,1988,286749,0,0,1
4088,1163,3,3,2011,149155,1,0,0
4089,1484,3,3,2012,127678,0,1,0
4090,2620,4,1,2006,278907,0,0,1
4091,2095,4,3,2003,143133,0,0,1
4092,1566,5,2,1971,168563,0,1,0
4093,1904,2,2,1998,247619,0,0,1
4094,1558,2,3,2016,121452,0,0,1
4095,2934,5,1,1981,281762,0,0,1
4096,2967,2,3,1991,250149,1,0,0
4097,1237,2,3,2018,254997,0,0,1
4098,2127,2,2,1959,287641,0,1,0
4099,2233,4,2,1989,227150,0,1,0
4100,1553,3,1,2003,298798,0,0,1
4101,1827,3,2,1957,265677,1,0,0
4102,1467,4,1,2021,223645,0,0,1
4103,2477,4,3,1974,273304,0,1,0
4104,2291,4,1,1989,288881,0,1,0
4105,1385,2,3,1955,197949,0,1,0
4106,1774,5,3,1990,144503,1,0,0
4107,1847,5,2,1980,233584,0,0,1
4108,1386,2,3,1971,155560,0,0,1
4109,1876,2,3,2001,207864,1,0,0
4110,1258,4,1,2005,194533,0,0,1
4111,1282,4,2,1971,223123,0,0,1
4112,2649,3,2,1968,225521,0,1,0
4113,2898,4,2,1970,276008,0,0,1
4114,1039,2,3,1952,115874,0,0,1
4115,1485,3,3,2018,222167,0,1,0
4116,1928,4,1,1955,193398,0,0,1
4117,1219,3,2,2004,98540,0,0,1
4118,2152,3,2,1978,254336,0,0,1
4119,2014,4,3,1950,124352,1,0,0
4120,2023,5,1,2021,234453,1,0,0
4121,2543,2,3,2015,388387,1,0,0
4122,1612,2,2,1957,199955,0,1,0
4123,1927,3,3,1992,177180,0,1,0
4124,2915,5,1,2017,326510,0,0,1
4125,1687,5,1,2011,159679,1,0,0
4126,2642,4,3,1978,229142,0,1,0
4127,1612,4,2,1990,170287,0,0,1
4128,1259,2,3,1985,106782,0,0,1
4129,1989,4,3,1964,297026,0,1,0
4130,1965,4,1,2009,316948,0,0,1
4131,1365,3,3,2021,154675,1,0,0
4132,2781,5,1,1956,290229,0,0,1
4133,2810,5,1,2006,326710,0,1,0
4134,1543,4,3,1980,146959,1,0,0
4135,1648,4,1,1969,178623,1,0,0
4136,2547,4,3,1966,286760,1,0,0
4137,2930,2,2,1961,272043,0,1,0
4138,1813,2,2,1951,139617,0,1,0
4139,2910,3,1,1999,327108,0,0,1
4140,2039,2,2,1993,243155,0,0,1
4141,2152,5,2,1967,201204,0,0,1
4142,1574,2,3,2005,201584,0,0,1
4143,2132,5,3,2003,235097,0,1,0
4144,2910,2,2,1957,285903,0,0,1
4145,2012,2,2,1984,128249,0,1,0
4146,2556,3,3,1963,316114,0,0,1
4147,1669,4,3,1983,182254,1,0,0
4148,1268,4,2,1967,143884,0,0,1
4149,2185,4,1,1951,272931,0,0,1
4150,2283,3,3,1971,320617,0,1,0
4151,1923,5,3,1986,203412,0,0,1
4152,2125,2,2,2011,237631,0,1,0
4153,2529,3,2,1952,357697,0,1,0
4154,2758,5,1,2007,321218,0,0,1
4155,2594,3,3,2016,269835,0,1,0
4156,1246,3,2,2010,238678,0,0,1
4157,2663,5,2,2013,232404,0,1,0
4158,2818,4,1,2003,319694,0,1,0
4159,2860,2,1,1971,275568,1,0,0
4160,2560,4,3,1977,315530,1,0,0
4161,1130,3,2,1966,158644,0,1,0
4162,1352,5,2,1977,-10608,0,1,0
4163,1195,3,3,1981,195120,0,1,0
4164,2816,4,1,2017,321258,0,1,0
4165,2939,4,3,2010,400094,0,0,1
4166,1929,4,3,1999,174309,0,0,1
4167,2689,2,3,1979,277487,0,0,1
4168,2405,4,1,1990,303638,1,0,0
4169,2021,2,1,1955,211268,0,0,1
4170,1644,2,2,2002,177846,0,1,0
4171,1226,4,2,2007,17865,1,0,0
4172,1700,5,3,1950,193268,0,1,0
4173,2499,3,2,1980,341331,0,0,1
4174,2500,3,1,1969,306038,1,0,0
4175,1264,2,2,2021,144446,0,1,0
4176,2395,2,2,1987,205534,0,1,0
4177,2509,2,1,2005,253878,0,1,0
4178,2457,3,2,1995,182843,0,0,1
4179,1645,2,1,1959,226101,0,0,1
4180,1210,5,2,1987,185190,0,1,0
4181,2595,5,2,1963,279697,0,0,1
4182,2963,2,3,1974,376439,0,1,0
4183,2400,3,2,2009,308498,0,1,0
4184,2418,4,3,2009,315292,0,0,1
4185,2473,3,2,1967,340270,0,1,0
4186,1942,4,3,1968,321863,0,1,0
4187,2387,4,2,1974,243070,0,1,0
4188,2899,2,1,2003,281121,0,1,0
4189,1456,5,2,1972,146129,0,1,0
4190,1724,2,1,1982,137721,0,1,0
4191,2751,4,1,2000,223904,1,0,0
4192,2249,2,3,1980,221400,1,0,0
4193,1981,4,1,1955,213111,0,1,0
4194,2154,2,1,1976,171037,0,1,0
4195,1587,5,3,1962,169482,0,1,0
4196,1475,5,2,1955,169113,0,0,1
4197,2821,3,2,2000,285759,0,0,1
4198,1985,4,1,1996,195282,1,0,0
4199,2300,4,3,1989,239475,1,0,0
4200,1155,2,2,2015,151469,1,0,0
4201,2783,3,3,2012,270676,0,0,1
4202,2241,5,3,2015,195312,1,0,0
4203,1189,2,1,1986,132634,0,1,0
4204,2440,3,3,2008,229133,1,0,0
4205,1980,5,1,1987,242969,1,0,0
4206,2698,2,3,1972,216124,0,1,0
4207,2715,5,1,2020,319328,0,1,0
4208,1545,4,2,2018,180511,1,0,0
4209,1040,3,3,2010,160345,0,0,1
4210,1306,5,1,1974,68571,1,0,0
4211,1942,3,2,1952,124893,0,0,1
4212,1337,2,1,1983,145134,0,0,1
4213,2337,3,1,1982,194750,0,1,0
4214,2098,2,1,1970,197617,0,0,1
4215,1952,3,1,2003,285516,1,0,0
4216,1278,2,1,2013,152510,0,0,1
4217,2199,2,3,1969,192154,0,0,1
4218,1895,2,2,1980,216072,1,0,0
4219,2685,5,2,1992,293911,0,1,0
4220,1272,4,2,1999,157517,0,0,1
4221,1836,3,3,1962,333349,1,0,0
4222,1619,4,1,1990,225407,0,0,1
4223,2674,4,3,2013,210995,0,0,1
4224,1861,4,1,1982,342071,0,0,1
4225,2806,4,3,1989,282795,0,0,1
4226,2882,3,2,1986,312766,1,0,0
4227,1930,3,3,2002,144580,0,0,1
4228,1288,4,1,1985,145150,1,0,0
4229,1723,3,2,2001,151304,0,1,0
4230,1892,3,2,1957,188206,0,1,0
4231,1271,2,1,1972,114197,0,1,0
4232,2953,3,1,1978,371859,1,0,0
4233,2089,5,3,1961,249983,1,0,0
4234,1482,4,1,2016,262268,1,0,0
4235,1935,3,1,1950,200591,0,1,0
4236,1247,4,1,1965,155837,0,0,1
4237,1155,3,2,2016,141160,1,0,0
4238,2070,4,1,2017,286116,0,1,0
4239,2958,5,2,2002,386060,1,0,0
4240,1453,3,2,1984,135675,1,0,0
4241,1200,3,2,2014,103547,0,1,0
4242,2683,5,1,2019,281391,1,0,0
4243,1123,3,1,2019,103542,1,0,0
4244,1000,4,2,1999,44328,1,0,0
4245,1967,5,3,1974,234684,0,1,0
4246,2782,2,3,1976,322746,0,1,0
4247,1854,4,3,1954,227105,1,0,0
4248,1639,3,1,2015,173415,0,1,0
4249,1190,4,2,2011,167062,1,0,0
4250,2602,5,1,1989,375442,1,0,0
4251,1515,3,2,2002,189495,1,0,0
4252,1441,3,3,1988,145159,1,0,0
4253,2944,5,1,1953,352112,0,0,1
4254,2838,2,3,1958,365776,0,0,1
4255,2829,3,2,2020,335231,1,0,0
4256,1142,3,3,1991,189596,1,0,0
4257,2214,3,2,1954,220116,0,1,0
4258,1532,2,1,1980,178255,1,0,0
4259,1226,4,1,2011,256087,0,1,0
4260,2336,2,3,1990,277717,0,0,1
4261,2652,4,1,1978,247417,0,0,1
4262,1948,3,2,1977,190316,0,1,0
4263,2325,4,2,1987,349276,1,0,0
4264,2677,4,3,1977,295605,0,1,0
4265,1459,4,2,1958,210981,0,0,1
4266,2424,4,1,1980,240166,1,0,0
4267,1550,3,3,1962,133251,1,0,0
4268,1392,5,3,1971,119260,1,0,0
4269,2890,2,1,1991,323538,0,0,1
4270,2787,4,1,1986,406293,1,0,0
4271,1844,3,1,1985,221015,0,0,1
4272,2230,3,3,1960,275974,0,0,1
4273,1209,3,3,1965,137408,0,0,1
4274,2138,3,2,1970,195853,0,1,0
4275,2760,4,3,2003,274297,0,0,1
4276,1645,2,3,1958,132560,0,0,1
4277,2274,3,2,1989,232220,0,1,0
4278,1218,2,3,2000,107820,1,0,0
4279,1406,2,2,2019,162869,0,1,0
4280,2466,2,2,1971,349892,1,0,0
4281,2626,5,2,1978,360892,0,1,0
4282,2377,3,1,1973,247604,1,0,0
4283,1887,3,1,1980,169670,0,1,0
4284,1557,3,3,1991,205137,0,1,0
4285,1549,2,2,2004,68475,0,0,1
4286,1141,3,1,1951,147901,1,0,0
4287,1611,3,2,2021,104059,0,1,0
4288,1500,2,2,1999,175201,0,1,0
4289,1839,3,1,2019,253862,1,0,0
4290,1701,4,2,1978,235566,0,1,0
4291,2570,5,3,1972,355213,0,1,0
4292,2682,4,3,1989,287862,0,0,1
4293,2565,4,3,1985,297895,0,0,1
4294,2869,4,3,1977,317302,1,0,0
4295,2530,2,1,1973,291016,1,0,0
4296,1595,3,1,2004,113317,0,0,1
4297,2904,4,3,1998,315256,0,1,0
4298,1280,4,1,1953,156860,0,1,0
4299,1423,3,3,1997,183343,0,0,1
4300,1855,2,1,1962,157581,0,1,0
4301,1269,4,1,1993,209453,1,0,0
4302,1153,3,2,2008,137684,0,0,1
4303,1613,3,3,1971,205394,0,1,0
4304,2750,5,2,1956,247935,0,1,0
4305,1661,4,3,1978,158775,1,0,0
4306,2967,4,1,1987,306938,1,0,0
4307,1082,5,3,1966,224304,1,0,0
4308,2645,3,2,1973,320580,1,0,0
4309,1946,3,2,1963,296641,0,0,1
4310,1898,4,1,1956,167532,0,0,1
4311,2449,4,2,2014,372438,0,0,1
4312,2298,5,1,2001,291969,0,1,0
4313,2736,4,1,1954,348097,0,1,0
4314,1283,4,1,1960,78110,0,1,0
4315,1979,2,1,1996,140939,0,1,0
4316,1172,5,1,1970,113306,0,1,0
4317,2350,3,2,1977,280666,0,0,1
4318,2741,4,2,1962,339074,1,0,0
4319,2086,3,2,1983,236893,0,0,1
4320,2096,4,2,1970,188290,1,0,0
4321,1762,2,1,2007,248401,1,0,0
4322,2659,5,3,1956,325534,0,0,1
4323,2398,5,3,1979,216310,1,0,0
4324,1632,3,3,1991,102071,1,0,0
4325,2531,2,3,1975,246225,0,1,0
4326,1786,3,2,2001,155846,0,1,0
4327,1942,2,1,2008,210449,1,0,0
4328,2011,4,2,1994,243026,1,0,0
4329,1397,4,2,1982,145943,1,0,0
4330,2143,2,2,2017,256725,0,0,1
4331,1933,4,1,1984,216196,1,0,0
4332,2460,5,2,1996,216100,1,0,0
4333,2852,2,1,1976,277857,0,1,0
4334,1675,2,3,1988,190902,1,0,0
4335,1935,3,2,1977,163833,1,0,0
4336,1464,2,1,1969,173816,0,1,0
4337,1285,3,2,1971,272519,1,0,0
4338,1264,2,3,1975,220773,1,0,0
4339,1319,5,1,2005,196887,0,0,1
4340,1672,5,3,1973,274736,1,0,0
4341,2399,5,3,1951,299828,0,1,0
4342,1819,3,1,2016,218296,1,0,0
4343,1088,3,2,1965,133198,1,0,0
4344,2677,4,1,1989,347047,1,0,0
4345,2226,3,3,1976,282832,1,0,0
4346,1820,3,1,1981,139822,0,1,0
4347,2762,5,2,1968,274068,0,1,0
4348,2000,2,1,1967,307553,1,0,0
4349,2978,3,3,1952,317102,1,0,0
4350,1333,4,2,2010,173453,0,1,0
4351,1221,2,2,1977,108866,0,0,1
4352,1040,3,1,1970,182616,1,0,0
4353,2731,2,1,1953,310978,1,0,0
4354,1067,2,1,2014,118139,0,1,0
4355,1987,2,3,1967,244869,1,0,0
4356,2799,2,2,1986,284346,1,0,0
4357,1513,2,2,1979,147245,1,0,0
4358,2896,3,2,2018,250188,1,0,0
4359,2660,2,2,2001,308820,0,1,0
4360,2645,2,2,2013,341165,1,0,0
4361,2621,4,3,1987,313765,0,0,1
4362,2960,4,2,1966,291431,0,1,0
4363,2655,2,1,1961,281097,0,1,0
4364,2150,3,3,1980,329700,0,0,1
4365,2278,4,3,1960,290967,0,0,1
4366,1694,4,2,1973,103481,1,0,0
4367,2039,2,1,1975,196307,0,0,1
4368,1476,3,1,2003,76517,1,0,0
4369,2085,5,2,1964,311118,1,0,0
4370,1880,3,3,1960,211850,1,0,0
4371,1431,4,2,1977,203919,0,1,0
4372,2693,4,3,1990,311970,1,0,0
4373,1267,4,2,2011,121389,1,0,0
4374,2058,4,1,1984,301908,0,1,0
4375,1778,4,2,1992,148993,1,0,0
4376,2599,2,1,1990,190661,0,1,0
4377,1493,2,2,2005,209050,0,1,0
4378,2585,2,1,1982,319018,1,0,0
4379,2492,4,1,2003,284315,1,0,0
4380,2790,2,1,1965,338959,1,0,0
4381,1660,4,1,2000,142039,0,1,0
4382,2348,3,1,1970,218545,0,0,1
4383,2327,5,2,1967,246371,0,1,0
4384,2299,3,2,1963,180916,0,0,1
4385,2892,5,2,1968,393404,0,0,1
4386,2986,2,3,2021,317052,1,0,0
4387,2707,5,1,1961,246655,0,1,0
4388,2952,3,3,2018,240502,0,1,0
4389,2012,3,1,2013,189205,0,1,0
4390,2224,5,1,2000,264060,0,1,0
4391,2468,3,2,1987,222722,0,0,1
4392,2928,2,3,1983,323452,1,0,0
4393,2347,3,1,2018,240661,0,0,1
4394,2058,5,2,1973,270790,0,0,1
4395,1976,2,3,2002,148218,0,0,1
4396,1481,5,3,1965,101234,0,1,0
4397,1727,4,1,1989,244247,0,0,1
4398,1479,4,1,2015,135750,0,1,0
4399,2088,2,2,2014,344249,0,1,0
4400,2031,2,3,1989,164129,0,1,0
4401,2324,3,3,2001,317217,0,1,0
4402,1342,5,1,1998,238184,0,0,1
4403,2454,4,2,1994,243890,0,0,1
4404,2447,3,3,1969,299067,0,1,0
4405,1331,4,1,2020,146981,1,0,0
4406,1437,3,3,1980,217962,0,1,0
4407,2611,3,3,1988,256208,0,0,1
4408,1173,4,3,1958,167452,0,1,0
4409,1558,3,2,1962,148845,0,0,1
4410,1526,4,2,2018,288205,0,0,1
4411,2896,2,2,1968,353308,1,0,0
4412,1658,5,2,1991,191347,0,0,1
4413,1025,3,3,1964,189393,0,1,0
4414,1819,4,2,2001,183392,0,0,1
4415,1604,4,1,1977,196941,0,1,0
4416,1405,5,1,1999,169089,1,0,0
4417,1231,5,1,1964,175360,1,0,0
4418,1532,5,1,1968,202785,0,0,1
4419,2842,3,1,1984,256342,1,0,0
4420,2573,4,1,1985,336301,0,0,1
4421,2811,3,3,1982,266541,1,0,0
4422,1504,3,2,1988,206804,0,0,1
4423,2692,2,1,1986,335831,0,0,1
4424,1178,5,1,1998,226191,0,1,0
4425,1131,2,2,2002,201836,0,0,1
4426,2846,2,2,1973,238321,0,1,0
4427,2478,3,3,1988,347219,0,0,1
4428,1347,3,1,1974,176995,0,0,1
4429,1539,4,1,1983,128850,0,0,1
4430,1771,2,1,1959,128568,1,0,0
4431,2429,5,3,2009,174262,1,0,0
4432,1075,2,2,2013,18134,0,0,1
4433,2964,4,3,2005,269043,1,0,0
4434,1578,2,3,1966,75432,0,0,1
4435,1853,2,1,1991,195884,0,1,0
4436,2515,2,2,1991,231411,0,1,0
4437,1193,4,1,1996,181275,0,0,1
4438,2185,2,3,1990,311641,0,1,0
4439,1346,3,3,1980,145078,0,1,0
4440,1950,2,2,2014,127287,1,0,0
4441,2384,3,2,2020,219281,0,1,0
4442,2792,2,2,1980,282830,0,0,1
4443,2607,3,1,1976,373123,1,0,0
4444,2110,2,3,1953,139411,0,0,1
4445,2957,5,2,1974,372781,0,0,1
4446,2285,3,2,1979,323426,0,0,1
4447,1213,5,2,2015,210426,0,1,0
4448,2688,3,1,1996,222572,0,1,0
4449,2745,2,1,1988,275684,1,0,0
4450,2936,4,1,2005,272193,0,0,1
4451,1572,2,1,2008,108637,0,1,0
4452,1779,4,2,1990,243951,0,0,1
4453,1261,5,3,1980,158073,0,1,0
4454,1729,4,3,1984,192838,0,0,1
4455,1282,4,2,2000,87163,0,0,1
4456,2671,4,3,1982,243472,0,0,1
4457,2490,4,1,2007,227226,0,1,0
4458,2403,5,1,2018,251280,0,1,0
4459,1361,4,1,1970,264542,0,1,0
4460,2472,2,2,2017,187265,0,1,0
4461,1440,3,1,1957,240599,1,0,0
4462,1092,3,1,2001,155774,0,0,1
4463,2644,2,1,1979,235626,0,1,0
4464,1752,5,3,1982,256831,0,1,0
4465,1866,2,2,1994,97790,0,0,1
4466,2447,2,2,2003,176544,0,0,1
4467,1141,4,2,1981,81558,0,0,1
4468,2314,4,3,1982,262493,0,1,0
4469,2455,5,1,1986,289615,1,0,0
4470,1748,5,2,1991,196115,1,0,0
4471,2875,3,2,2013,320582,1,0,0
4472,2847,5,1,1986,262925,1,0,0
4473,2712,2,1,1978,433613,0,0,1
4474,1652,3,3,1952,179223,1,0,0
4475,1700,3,2,2001,68423,1,0,0
4476,1997,4,2,1981,262963,1,0,0
4477,1048,4,2,1995,97983,1,0,0
4478,2325,3,3,1950,212039,0,0,1
4479,1880,4,2,1996,229092,0,0,1
4480,2213,4,2,1973,281852,0,1,0
4481,2159,4,2,2014,242669,0,0,1
4482,1554,3,3,1979,211811,1,0,0
4483,1403,3,2,1961,131536,0,1,0
4484,1891,3,2,1983,280727,0,1,0
4485,1864,2,3,1953,231531,0,0,1
4486,1601,3,2,1987,119072,0,1,0
4487,2830,4,1,1989,343160,0,0,1
4488,1340,3,3,1979,156720,0,1,0
4489,2780,2,1,2017,245715,1,0,0
4490,2968,4,1,2001,251600,1,0,0
4491,1703,5,2,1950,112518,1,0,0
4492,1317,3,2,1979,225621,0,1,0
4493,1617,3,2,2007,206275,0,0,1
4494,2386,5,3,2003,263665,0,1,0
4495,2845,4,3,1999,401747,1,0,0
4496,1381,3,3,2017,285046,0,1,0
4497,1232,2,1,1995,183435,1,0,0
4498,2800,4,3,1954,332944,1,0,0
4499,2367,3,3,1963,278920,0,0,1
4500,2572,4,2,1956,339348,1,0,0
4501,1816,3,1,1988,205728,0,0,1
4502,1552,5,3,2016,88296,0,1,0
4503,2552,3,2,1965,257936,0,0,1
4504,1855,4,2,2005,192065,0,0,1
4505,2812,3,3,2011,272586,1,0,0
4506,1818,3,1,1992,228535,1,0,0
4507,2594,4,1,1984,156944,0,0,1
4508,2958,3,3,1975,216716,1,0,0
4509,1182,3,3,1955,150407,0,1,0
4510,2064,4,3,1967,241638,0,1,0
4511,2574,5,1,2018,289319,1,0,0
4512,1396,2,1,1970,131890,0,0,1
4513,2727,2,2,1989,305166,0,1,0
4514,1778,2,2,1990,175896,0,0,1
4515,2517,2,1,1967,301625,0,1,0
4516,2682,2,2,2007,135953,0,1,0
4517,1906,2,1,1969,202862,1,0,0
4518,2356,4,2,1984,269190,1,0,0
4519,1126,4,3,2013,60804,0,0,1
4520,2581,4,1,1988,170719,1,0,0
4521,2580,3,2,2002,275355,1,0,0
4522,1000,5,3,2000,72076,1,0,0
4523,2191,5,2,1989,206255,0,1,0
4524,2643,2,2,2001,311423,0,0,1
4525,1018,2,3,1952,140292,0,0,1
4526,2355,4,3,2020,311412,0,0,1
4527,1583,5,1,1958,302767,1,0,0
4528,1455,3,2,1974,192972,0,0,1
4529,1956,3,3,1969,299315,0,0,1
4530,2132,4,2,1958,208291,0,1,0
4531,2291,2,3,1958,160018,0,0,1
4532,1444,5,1,1964,93572,1,0,0
4533,2263,3,3,1979,162554,0,1,0
4534,2952,2,2,1965,347902,0,1,0
4535,2324,5,2,2002,381612,0,1,0
4536,1601,3,1,1972,146310,0,0,1
4537,1102,2,1,1967,5796,0,1,0
4538,1987,3,3,1964,219872,0,1,0
4539,2273,2,3,1999,231772,0,1,0
4540,2476,2,2,1991,207820,0,0,1
4541,1519,2,3,1980,212490,0,1,0
4542,2176,5,1,1962,214892,0,0,1
4543,1858,4,3,1954,225981,1,0,0
4544,1173,2,1,1974,154462,0,0,1
4545,2366,2,2,1969,254254,1,0,0
4546,2693,3,3,1981,274488,1,0,0
4547,2004,3,1,1998,217304,1,0,0
4548,1430,5,3,1953,134381,0,1,0
4549,1726,4,1,1966,205793,0,0,1
4550,2712,3,1,2016,313963,0,0,1
4551,2710,5,1,1953,232696,0,1,0
4552,2875,5,3,1998,276767,0,0,1
